appid,review_score,review_score_desc,total_reviews
294860,8,Very Positive,7102
345350,8,Very Positive,2106
434170,9,Overwhelmingly Positive,4119
718560,8,Very Positive,2144
821250,8,Very Positive,1132
954850,4,Mostly Negative,21360
1259440,0,No user reviews,0
1351630,9,Overwhelmingly Positive,895
1364960,0,No user reviews,0
1389990,8,Very Positive,761
2053910,8,Very Positive,214
1461810,6,Mostly Positive,29
1567020,5,Mixed,1565
1808680,9,Overwhelmingly Positive,1549
1937780,5,Mixed,2198
2497100,8,Very Positive,62
2084940,0,4 user reviews,4
2291680,9,Overwhelmingly Positive,610
2400400,0,No user reviews,0
2440380,5,Mixed,1503
2521380,8,Very Positive,1337
2523720,5,Mixed,1843
3962150,8,Very Positive,88
208140,6,Mostly Positive,4259
215930,6,Mostly Positive,435
322520,6,Mostly Positive,853
1289380,5,Mixed,704
559650,8,Very Positive,3347
698670,6,Mostly Positive,5938
807120,8,Very Positive,2873
973810,8,Very Positive,2690
1145960,8,Very Positive,1470
1276790,8,Very Positive,4325
1361320,9,Overwhelmingly Positive,8506
1446650,8,Very Positive,828
1614550,8,Very Positive,1203
1652250,8,Very Positive,848
1839430,8,Very Positive,586
2098350,0,3 user reviews,3
2128940,3,Negative,24
2207490,8,Very Positive,596
2615540,8,Very Positive,1350
2639100,8,Very Positive,277
2719290,8,Very Positive,211
2924170,7,Positive,10
3433810,7,Positive,35
3743240,7,Positive,14
1974050,0,No user reviews,0
203630,8,Very Positive,640
320240,6,Mostly Positive,6906
342560,9,Overwhelmingly Positive,4547
529180,5,Mixed,5009
558100,8,Very Positive,243
571310,9,Overwhelmingly Positive,2859
598330,8,Very Positive,2638
893850,8,Very Positive,3658
1043260,8,Very Positive,1493
1456371,0,No user reviews,0
1233570,6,Mostly Positive,6007
1380910,8,Very Positive,1014
1944790,6,Mostly Positive,1553
1981820,8,Very Positive,1285
2490990,8,Very Positive,1048
2497920,8,Very Positive,3033
2750000,8,Very Positive,435
331600,6,Mostly Positive,2702
393530,5,Mixed,19
440650,8,Very Positive,3669
485610,8,Very Positive,891
502800,8,Very Positive,1448
554620,8,Very Positive,12912
620590,6,Mostly Positive,2099
1070330,8,Very Positive,1587
1115690,8,Very Positive,4830
1123050,8,Very Positive,2072
1123830,6,Mostly Positive,743
1250760,8,Very Positive,102
1268590,5,Mixed,1879
1334040,6,Mostly Positive,59
2608270,9,Overwhelmingly Positive,2100
1548850,8,Very Positive,8917
1732190,8,Very Positive,1278
1766740,8,Very Positive,10705
1874000,5,Mixed,3729
3036010,8,Very Positive,100
3612060,7,Positive,13
209650,5,Mixed,5716
223100,5,Mixed,4948
265630,8,Very Positive,249
525480,8,Very Positive,2204
609320,8,Very Positive,8378
685310,0,No user reviews,0
814000,8,Very Positive,1327
936790,8,Very Positive,6954
968970,6,Mostly Positive,893
1009290,5,Mixed,1705
1042800,8,Very Positive,1390
1382070,8,Very Positive,5244
1570070,5,Mixed,403
2071500,6,Mostly Positive,1133
2510710,9,Overwhelmingly Positive,785
2524440,0,No user reviews,0
3279120,0,No user reviews,0
17470,8,Very Positive,11666
358130,8,Very Positive,1253
420740,8,Very Positive,895
1062810,8,Very Positive,2685
1108370,8,Very Positive,1685
1951410,6,Mostly Positive,110
1272160,8,Very Positive,2569
1843940,8,Very Positive,603
1902960,8,Very Positive,2461
2281410,8,Very Positive,65
2288350,8,Very Positive,470
2442460,8,Very Positive,1369
2719750,8,Very Positive,1143
3099660,8,Very Positive,80
22300,6,Mostly Positive,9382
41000,8,Very Positive,2346
248140,0,No user reviews,0
234670,8,Very Positive,3416
250760,9,Overwhelmingly Positive,9876
289950,5,Mixed,1315
445980,8,Very Positive,7198
504210,9,Overwhelmingly Positive,2146
746730,8,Very Positive,102
747200,8,Very Positive,1160
931500,8,Very Positive,206
970500,6,Mostly Positive,34
1075190,5,Mixed,1012
1230530,6,Mostly Positive,1172
1231560,8,Very Positive,826
1295920,8,Very Positive,4432
1622900,4,Mostly Negative,2285
1634860,9,Overwhelmingly Positive,3251
1675900,0,No user reviews,0
2955840,7,Positive,27
3286930,8,Very Positive,941
57300,9,Overwhelmingly Positive,12475
203290,8,Very Positive,75
228260,6,Mostly Positive,1275
242700,8,Very Positive,3778
263540,0,5 user reviews,5
378540,6,Mostly Positive,4227
1128920,8,Very Positive,6762
699170,8,Very Positive,3334
823500,8,Very Positive,29201
829660,8,Very Positive,784
882790,8,Very Positive,262
1030210,5,Mixed,4857
1173790,8,Very Positive,1440
1184050,6,Mostly Positive,3533
1361510,9,Overwhelmingly Positive,5700
1422440,8,Very Positive,2058
1615290,9,Overwhelmingly Positive,3659
1713350,5,Mixed,869
1840080,5,Mixed,3037
1866880,8,Very Positive,245
2131650,8,Very Positive,2989
2195410,8,Very Positive,746
2203230,0,No user reviews,0
2215390,8,Very Positive,5195
2706170,8,Very Positive,1778
3386650,0,1 user reviews,1
3553210,8,Very Positive,187
18500,9,Overwhelmingly Positive,3336
267530,8,Very Positive,1728
372360,8,Very Positive,2739
599460,6,Mostly Positive,281
674020,5,Mixed,14409
981430,8,Very Positive,1789
1282590,6,Mostly Positive,2857
1295550,0,No user reviews,0
2244800,0,No user reviews,0
1406990,9,Overwhelmingly Positive,1623
1515950,6,Mostly Positive,162
1618380,8,Very Positive,724
2130460,8,Very Positive,501
2381620,0,4 user reviews,4
3104410,0,No user reviews,0
3558400,6,Mostly Positive,197
3586660,8,Very Positive,732
7520,5,Mixed,2109
29900,8,Very Positive,331
397950,8,Very Positive,9458
671510,5,Mixed,2242
951440,8,Very Positive,4773
1083600,0,No user reviews,0
1466060,8,Very Positive,12017
1232580,8,Very Positive,1245
2060130,8,Very Positive,4758
2128270,9,Overwhelmingly Positive,2534
2682580,6,Mostly Positive,1218
3378960,5,Mixed,535
33120,8,Very Positive,543
207350,8,Very Positive,1763
238750,5,Mixed,1691
607890,6,Mostly Positive,1440
939520,5,Mixed,1086
1255980,0,No user reviews,0
1291010,8,Very Positive,1931
1621070,6,Mostly Positive,3701
2905170,0,No user reviews,0
323160,0,No user reviews,0
8870,8,Very Positive,46481
25800,8,Very Positive,909
368070,5,Mixed,4270
57740,5,Mixed,555
232050,5,Mixed,834
235540,8,Very Positive,7824
1501750,6,Mostly Positive,17824
312780,6,Mostly Positive,1227
3215050,5,Mixed,709
320300,8,Very Positive,3958
501080,6,Mostly Positive,1163
511680,8,Very Positive,868
557400,8,Very Positive,156
597220,9,Overwhelmingly Positive,8412
606230,6,Mostly Positive,1183
690040,8,Very Positive,5391
1127700,8,Very Positive,1145
1266700,6,Mostly Positive,1589
1316680,8,Very Positive,1863
1433990,0,No user reviews,0
1612770,5,Mixed,709
1679220,8,Very Positive,115
1691280,0,8 user reviews,8
1926520,5,Mixed,386
1956040,6,Mostly Positive,1275
2345850,0,No user reviews,0
2195120,9,Overwhelmingly Positive,837
2231770,0,No user reviews,0
2499470,8,Very Positive,662
2594540,8,Very Positive,804
2667120,8,Very Positive,1523
2693930,8,Very Positive,1170
2850190,7,Positive,20
3107330,9,Overwhelmingly Positive,9751
3168260,5,Mixed,168
607080,9,Overwhelmingly Positive,7965
35720,9,Overwhelmingly Positive,5668
45740,6,Mostly Positive,3350
201790,8,Very Positive,5972
249050,8,Very Positive,6516
280790,6,Mostly Positive,1341
318020,5,Mixed,1418
351970,6,Mostly Positive,3517
446020,6,Mostly Positive,3916
512470,6,Mostly Positive,36
596970,8,Very Positive,2248
625340,5,Mixed,721
760060,8,Very Positive,6356
764030,0,No user reviews,0
792300,6,Mostly Positive,2301
803050,6,Mostly Positive,2437
821880,8,Very Positive,1319
847370,8,Very Positive,6571
2368930,8,Very Positive,488
1097350,8,Very Positive,1614
1178830,8,Very Positive,4594
1742020,0,No user reviews,0
1755910,5,Mixed,98
1904860,6,Mostly Positive,374
2289970,0,No user reviews,0
2380050,6,Mostly Positive,2880
2432870,0,No user reviews,0
2435090,8,Very Positive,982
2446600,8,Very Positive,959
2461850,8,Very Positive,3826
2562730,5,Mixed,357
2582650,8,Very Positive,90
2782610,8,Very Positive,165
2972990,8,Very Positive,306
16450,8,Very Positive,2902
67370,8,Very Positive,3457
113420,5,Mixed,25
1253920,8,Very Positive,7522
397060,8,Very Positive,740
399810,6,Mostly Positive,4570
572410,6,Mostly Positive,2600
644830,8,Very Positive,2996
1435530,0,No user reviews,0
731040,8,Very Positive,2703
1061910,9,Overwhelmingly Positive,7592
1166290,8,Very Positive,3742
1522870,9,Overwhelmingly Positive,1508
1939970,8,Very Positive,2160
2012840,0,No user reviews,0
2093920,5,Mixed,344
2131630,8,Very Positive,2092
2206270,8,Very Positive,1060
2250600,8,Very Positive,564
2395210,8,Very Positive,2980
2423300,8,Very Positive,68
2957700,8,Very Positive,253
3025290,6,Mostly Positive,70
3122250,0,No user reviews,0
3188550,8,Very Positive,50
3394230,8,Very Positive,71
3657210,8,Very Positive,290
3902570,0,No user reviews,0
6000,9,Overwhelmingly Positive,9614
12810,8,Very Positive,1756
24240,8,Very Positive,8547
238010,8,Very Positive,12973
1328660,6,Mostly Positive,4920
108800,8,Very Positive,3223
251730,8,Very Positive,1978
225260,8,Very Positive,5994
281640,8,Very Positive,1740
293260,7,Positive,29
312670,8,Very Positive,3443
317400,8,Very Positive,120
617830,8,Very Positive,5664
346940,8,Very Positive,2727
388090,8,Very Positive,8196
420110,9,Overwhelmingly Positive,2912
438640,6,Mostly Positive,2044
557340,9,Overwhelmingly Positive,10996
598960,8,Very Positive,915
803330,8,Very Positive,6333
842180,8,Very Positive,667
887570,8,Very Positive,2981
1295350,7,Positive,15
1129540,8,Very Positive,3088
1133760,5,Mixed,1338
1157220,6,Mostly Positive,717
1211630,9,Overwhelmingly Positive,3643
1213740,8,Very Positive,3589
1222730,5,Mixed,18641
1419850,8,Very Positive,1065
1566200,8,Very Positive,2544
1574240,8,Very Positive,3583
1814010,8,Very Positive,742
1863670,8,Very Positive,418
1875060,9,Overwhelmingly Positive,1334
2287330,6,Mostly Positive,411
2460070,8,Very Positive,121
2514960,8,Very Positive,1224
3437170,0,2 user reviews,2
3476690,0,No user reviews,0
3543040,7,Positive,37
20,8,Very Positive,4091
1930,6,Mostly Positive,1382
1889490,5,Mixed,664
206500,6,Mostly Positive,51
219780,8,Very Positive,1707
233270,8,Very Positive,10375
290300,8,Very Positive,5151
553540,6,Mostly Positive,2070
603960,9,Overwhelmingly Positive,2514
612470,8,Very Positive,976
648410,8,Very Positive,2757
809140,8,Very Positive,1681
844870,5,Mixed,39
936140,5,Mixed,127
1133870,6,Mostly Positive,1584
1134100,5,Mixed,1553
1161490,8,Very Positive,1103
1325400,5,Mixed,144
1353230,9,Overwhelmingly Positive,9944
1447000,8,Very Positive,649
1649010,6,Mostly Positive,880
1882500,9,Overwhelmingly Positive,1204
1933650,8,Very Positive,260
1980530,8,Very Positive,1044
2134770,8,Very Positive,986
2230280,8,Very Positive,196
2410170,8,Very Positive,128
2410490,0,2 user reviews,2
2420660,8,Very Positive,3111
2542120,8,Very Positive,904
2730540,8,Very Positive,180
3446680,7,Positive,36
3462260,0,No user reviews,0
39680,6,Mostly Positive,1560
102500,8,Very Positive,8024
202200,8,Very Positive,792
215830,6,Mostly Positive,177
538030,8,Very Positive,1680
257170,8,Very Positive,1174
292910,8,Very Positive,1298
311240,8,Very Positive,2593
314970,0,8 user reviews,8
333930,8,Very Positive,836
335620,8,Very Positive,3150
428690,6,Mostly Positive,7012
431710,8,Very Positive,224
539460,6,Mostly Positive,57
1259790,8,Very Positive,1116
657200,8,Very Positive,9923
759740,6,Mostly Positive,1199
866570,8,Very Positive,1041
965230,8,Very Positive,620
1151080,0,1 user reviews,1
1109680,8,Very Positive,1528
1273710,0,1 user reviews,1
1343240,8,Very Positive,3325
1573280,8,Very Positive,686
1750770,8,Very Positive,2852
1944570,9,Overwhelmingly Positive,3915
2235240,7,Positive,11
2262080,6,Mostly Positive,158
2487060,8,Very Positive,237
2654470,8,Very Positive,203
2760790,8,Very Positive,73
3107070,0,No user reviews,0
3170540,9,Overwhelmingly Positive,1823
3343160,8,Very Positive,625
3501610,0,No user reviews,0
3919260,0,No user reviews,0
1436700,8,Very Positive,740
329260,0,No user reviews,0
238370,6,Mostly Positive,3034
305260,5,Mixed,14
317470,6,Mostly Positive,19
328080,8,Very Positive,5059
368360,8,Very Positive,3486
378720,8,Very Positive,2139
442070,8,Very Positive,693
456670,8,Very Positive,2020
509980,8,Very Positive,12037
550470,0,No user reviews,0
552700,6,Mostly Positive,1411
559100,6,Mostly Positive,2003
638510,8,Very Positive,1754
667720,8,Very Positive,1980
671440,6,Mostly Positive,1858
696170,8,Very Positive,1241
913740,8,Very Positive,5961
1126310,8,Very Positive,69
1158370,6,Mostly Positive,1436
1211600,8,Very Positive,670
1662210,6,Mostly Positive,564
1680880,5,Mixed,3058
1712350,8,Very Positive,2088
2078450,8,Very Positive,210
2088250,0,No user reviews,0
2093910,8,Very Positive,167
2102450,5,Mixed,758
2196790,8,Very Positive,61
2201710,6,Mostly Positive,146
2731870,8,Very Positive,611
3093400,6,Mostly Positive,370
3354780,0,No user reviews,0
9340,8,Very Positive,442
17410,8,Very Positive,14542
17460,8,Very Positive,9515
2213300,6,Mostly Positive,162
71340,8,Very Positive,12460
204030,8,Very Positive,4166
215530,8,Very Positive,3069
233980,8,Very Positive,1752
238430,6,Mostly Positive,5511
251730,8,Very Positive,1978
257850,8,Very Positive,10224
258970,6,Mostly Positive,4504
313010,4,Mostly Negative,1001
389570,6,Mostly Positive,63
426000,8,Very Positive,4079
571260,8,Very Positive,621
755500,6,Mostly Positive,2051
851100,9,Overwhelmingly Positive,4603
893180,8,Very Positive,4001
1060230,8,Very Positive,1314
1112790,5,Mixed,1476
1191840,6,Mostly Positive,64
1269370,6,Mostly Positive,376
1471410,8,Very Positive,1950
1571440,8,Very Positive,5775
1817050,0,5 user reviews,5
1585850,0,No user reviews,0
1715280,6,Mostly Positive,664
1768280,8,Very Positive,784
1880330,8,Very Positive,84
2015240,8,Very Positive,1876
2024070,7,Positive,14
2198510,8,Very Positive,1195
2315400,6,Mostly Positive,401
2343650,0,7 user reviews,7
2344320,6,Mostly Positive,3032
2535680,0,No user reviews,0
2854740,8,Very Positive,1628
3864530,0,4 user reviews,4
4013980,0,No user reviews,0
12710,8,Very Positive,949
21100,5,Mixed,3035
238370,6,Mostly Positive,3034
934700,6,Mostly Positive,5737
220285,0,2 user reviews,2
221910,8,Very Positive,28029
224500,6,Mostly Positive,2104
324800,8,Very Positive,8577
330830,8,Very Positive,10161
420560,8,Very Positive,2268
507490,6,Mostly Positive,1840
602520,9,Overwhelmingly Positive,2212
637670,6,Mostly Positive,1384
706990,0,No user reviews,0
758330,8,Very Positive,1209
816090,6,Mostly Positive,5689
853450,8,Very Positive,760
921590,5,Mixed,455
937170,8,Very Positive,317
1013140,6,Mostly Positive,563
1143810,8,Very Positive,1242
1159290,8,Very Positive,2986
1258780,0,No user reviews,0
1351210,5,Mixed,329
1419160,6,Mostly Positive,755
1453850,5,Mixed,73
1507190,8,Very Positive,565
1507580,8,Very Positive,205
1785150,8,Very Positive,6843
1815570,8,Very Positive,579
1836730,9,Overwhelmingly Positive,5255
1857740,8,Very Positive,255
1898290,8,Very Positive,645
1209460,6,Mostly Positive,561
2545710,5,Mixed,1050
2669410,6,Mostly Positive,1532
2853160,7,Positive,28
3066570,8,Very Positive,264
3364070,8,Very Positive,164
3471350,0,No user reviews,0
24880,8,Very Positive,1102
250180,8,Very Positive,2446
262280,6,Mostly Positive,1042
391720,8,Very Positive,4967
445190,8,Very Positive,1877
481870,5,Mixed,140
553640,8,Very Positive,2989
573120,6,Mostly Positive,533
1468720,8,Very Positive,4478
722060,8,Very Positive,1633
768520,6,Mostly Positive,1153
1489630,8,Very Positive,2472
1579340,5,Mixed,174
1589120,6,Mostly Positive,602
1769420,8,Very Positive,975
1863750,7,Positive,13
1876930,8,Very Positive,315
1934570,8,Very Positive,2626
1939160,9,Overwhelmingly Positive,2773
2127010,8,Very Positive,411
2179850,9,Overwhelmingly Positive,3030
2272900,6,Mostly Positive,1198
2454960,8,Very Positive,413
2758000,8,Very Positive,103
2857880,6,Mostly Positive,117
3046600,8,Very Positive,190
3419220,8,Very Positive,279
113400,5,Mixed,173
218680,8,Very Positive,5163
219640,8,Very Positive,22046
226700,4,Mostly Negative,7870
230230,8,Very Positive,5347
234080,6,Mostly Positive,3084
268130,8,Very Positive,6056
270370,7,Positive,15
641990,8,Very Positive,10971
322190,8,Very Positive,2289
375680,5,Mixed,71
400740,5,Mixed,460
2064870,5,Mixed,468
491950,8,Very Positive,4720
860232,0,No user reviews,0
633460,8,Very Positive,3593
671970,5,Mixed,935
991170,8,Very Positive,1443
1067850,9,Overwhelmingly Positive,4159
1191120,8,Very Positive,2128
1271700,6,Mostly Positive,2909
1305420,8,Very Positive,416
1310410,6,Mostly Positive,1252
1426440,0,1 user reviews,1
1584940,6,Mostly Positive,757
1668690,8,Very Positive,1000
1761270,0,No user reviews,0
2059530,6,Mostly Positive,1110
2088160,8,Very Positive,82
2290000,8,Very Positive,805
2311680,8,Very Positive,319
2379390,6,Mostly Positive,1142
2473480,8,Very Positive,460
2659900,6,Mostly Positive,1079
2915380,8,Very Positive,84
2939640,5,Mixed,174
3490390,0,No user reviews,0
3996940,0,No user reviews,0
4054540,0,No user reviews,0
22000,8,Very Positive,2452
33100,8,Very Positive,802
33220,5,Mixed,2377
57900,5,Mixed,3698
65790,8,Very Positive,990
307690,9,Overwhelmingly Positive,27091
212480,8,Very Positive,6533
228300,8,Very Positive,4804
233720,8,Very Positive,8332
1239080,9,Overwhelmingly Positive,7084
333950,5,Mixed,3990
408410,8,Very Positive,1099
411370,8,Very Positive,1674
491530,6,Mostly Positive,542
541300,5,Mixed,1827
610180,9,Overwhelmingly Positive,1907
1990740,8,Very Positive,188
640380,8,Very Positive,334
651670,8,Very Positive,1561
773951,5,Mixed,5239
20,8,Very Positive,4091
1025960,6,Mostly Positive,168
1109570,8,Very Positive,79
1149440,6,Mostly Positive,379
1182110,8,Very Positive,3467
1218740,0,No user reviews,0
1249200,0,No user reviews,0
2201940,6,Mostly Positive,1706
1299460,8,Very Positive,1723
1519090,6,Mostly Positive,292
2365430,8,Very Positive,76
1591530,8,Very Positive,507
1902490,0,No user reviews,0
1952370,8,Very Positive,465
1975520,8,Very Positive,443
2299740,0,No user reviews,0
2446550,4,Mostly Negative,6217
2830150,8,Very Positive,391
2876550,0,No user reviews,0
3183310,0,No user reviews,0
3488970,7,Positive,27
2870,4,Mostly Negative,3388
710920,8,Very Positive,3312
213870,0,No user reviews,0
237990,8,Very Positive,7665
2555950,7,Positive,47
281610,6,Mostly Positive,5179
321270,8,Very Positive,660
334310,8,Very Positive,411
602320,8,Very Positive,1114
573100,6,Mostly Positive,5539
240500,8,Very Positive,156
530070,6,Mostly Positive,2714
598700,8,Very Positive,1649
609150,5,Mixed,942
673560,0,No user reviews,0
704230,5,Mixed,83
774241,5,Mixed,1582
916840,8,Very Positive,5596
1038250,5,Mixed,1452
1054430,8,Very Positive,223
1212900,0,No user reviews,0
1148590,8,Very Positive,4656
1161170,8,Very Positive,372
1176710,6,Mostly Positive,1067
1368030,8,Very Positive,1803
1402110,8,Very Positive,1410
1494420,6,Mostly Positive,3372
1566390,8,Very Positive,433
1593310,0,No user reviews,0
1607130,8,Very Positive,1054
3940550,6,Mostly Positive,18
2078230,8,Very Positive,612
3657210,8,Very Positive,290
2193540,5,Mixed,1014
2393160,8,Very Positive,1602
2504480,0,No user reviews,0
2695570,8,Very Positive,1118
2807150,8,Very Positive,636
2826800,8,Very Positive,916
2875140,7,Positive,21
3062930,5,Mixed,29
3169620,0,No user reviews,0
3546740,0,No user reviews,0
1280,8,Very Positive,1023
17500,7,Positive,20
32460,8,Very Positive,1436
32500,5,Mixed,3092
39690,5,Mixed,713
1522820,8,Very Positive,4828
225420,5,Mixed,577
226620,8,Very Positive,757
235380,5,Mixed,1451
260230,8,Very Positive,7168
282210,5,Mixed,1403
329130,8,Very Positive,2388
340170,5,Mixed,1461
380360,0,6 user reviews,6
400170,6,Mostly Positive,887
418670,6,Mostly Positive,73
424280,8,Very Positive,102
473690,6,Mostly Positive,7325
1346020,5,Mixed,236
724970,6,Mostly Positive,103
732050,6,Mostly Positive,815
841190,6,Mostly Positive,934
968250,8,Very Positive,781
1000010,8,Very Positive,551
1038370,8,Very Positive,1582
1148150,8,Very Positive,850
1233260,6,Mostly Positive,806
1260590,8,Very Positive,774
1330470,8,Very Positive,670
1435990,0,No user reviews,0
1451810,5,Mixed,492
1471180,6,Mostly Positive,21
1522160,8,Very Positive,714
1592670,8,Very Positive,200
1732430,5,Mixed,590
1839810,8,Very Positive,226
1902710,8,Very Positive,319
2067050,8,Very Positive,2333
2151580,7,Positive,22
2455060,6,Mostly Positive,71
2527390,8,Very Positive,2127
2529820,8,Very Positive,1772
2544090,6,Mostly Positive,352
2776860,0,No user reviews,0
2878600,6,Mostly Positive,1575
3468660,4,Mostly Negative,445
3782070,0,No user reviews,0
323150,0,No user reviews,0
15120,8,Very Positive,3409
98800,8,Very Positive,3165
107100,9,Overwhelmingly Positive,17421
107200,8,Very Positive,1847
222750,8,Very Positive,2308
224760,8,Very Positive,6141
233290,8,Very Positive,4134
234650,8,Very Positive,6662
271240,6,Mostly Positive,2643
312990,8,Very Positive,53
354140,8,Very Positive,6131
356650,8,Very Positive,2057
397720,0,5 user reviews,5
435530,6,Mostly Positive,2153
501590,8,Very Positive,3312
2828490,8,Very Positive,89
569610,6,Mostly Positive,154
637100,5,Mixed,3750
666220,0,No user reviews,0
743450,9,Overwhelmingly Positive,8894
845070,0,No user reviews,0
894940,8,Very Positive,5061
943700,0,No user reviews,0
979070,8,Very Positive,919
2824230,0,No user reviews,0
1120320,5,Mixed,547
1128000,4,Mostly Negative,4728
1159420,5,Mixed,429
2446600,8,Very Positive,959
1423330,6,Mostly Positive,41
1480560,6,Mostly Positive,1620
1565140,0,No user reviews,0
1731070,6,Mostly Positive,999
1776380,6,Mostly Positive,961
1832640,5,Mixed,2432
1978590,8,Very Positive,1887
2089250,8,Very Positive,668
2223840,5,Mixed,2560
2254740,8,Very Positive,676
2313020,6,Mostly Positive,266
2531940,6,Mostly Positive,154
2865490,6,Mostly Positive,17
3040390,7,Positive,18
997010,6,Mostly Positive,9533
3504780,8,Very Positive,3619
49540,5,Mixed,4170
65930,5,Mixed,2852
911400,5,Mixed,4567
208520,5,Mixed,868
210770,8,Very Positive,4299
292910,8,Very Positive,1298
224480,8,Very Positive,6033
239250,6,Mostly Positive,1608
292410,8,Very Positive,1152
300550,8,Very Positive,4068
308600,8,Very Positive,97
323850,8,Very Positive,3253
1668530,8,Very Positive,111
351710,8,Very Positive,1443
405710,6,Mostly Positive,1833
641080,5,Mixed,1493
700030,4,Mostly Negative,1519
787810,8,Very Positive,1448
983380,5,Mixed,449
1049890,8,Very Positive,2850
1069160,8,Very Positive,2629
1167140,6,Mostly Positive,440
1200770,5,Mixed,496
1553000,5,Mixed,368
1590760,6,Mostly Positive,547
1661630,8,Very Positive,322
1711950,5,Mixed,510
1729410,7,Positive,20
1830840,0,No user reviews,0
1877020,5,Mixed,1937
1887400,9,Overwhelmingly Positive,2590
1893810,8,Very Positive,1019
1981570,6,Mostly Positive,1086
1985960,8,Very Positive,266
2237970,8,Very Positive,1492
2302560,0,No user reviews,0
2319640,8,Very Positive,619
2324290,8,Very Positive,395
2328540,8,Very Positive,67
2345020,8,Very Positive,656
2565960,4,Mostly Negative,23
2523250,0,No user reviews,0
2608350,9,Overwhelmingly Positive,515
2774380,8,Very Positive,280
2877170,8,Very Positive,190
2903560,8,Very Positive,963
3028500,7,Positive,24
3125250,6,Mostly Positive,738
3710390,0,No user reviews,0
8850,8,Very Positive,5772
901638,5,Mixed,1221
47700,1,Overwhelmingly Negative,2520
58610,6,Mostly Positive,1358
243970,8,Very Positive,3479
262940,8,Very Positive,858
298240,5,Mixed,71
335670,9,Overwhelmingly Positive,9864
344850,6,Mostly Positive,934
351510,8,Very Positive,902
384190,8,Very Positive,9508
411830,8,Very Positive,1679
451020,8,Very Positive,2418
455980,8,Very Positive,1094
466910,7,Positive,30
490220,8,Very Positive,94
511470,9,Overwhelmingly Positive,1743
615530,6,Mostly Positive,222
671210,0,No user reviews,0
2918300,7,Positive,31
798490,8,Very Positive,2361
960690,8,Very Positive,3663
976890,6,Mostly Positive,1749
1073910,6,Mostly Positive,706
1075740,6,Mostly Positive,1228
1227280,8,Very Positive,1254
1286320,6,Mostly Positive,1719
1411910,9,Overwhelmingly Positive,4912
1472660,6,Mostly Positive,2801
1712840,5,Mixed,294
1726130,8,Very Positive,158
1771980,8,Very Positive,2886
1864000,8,Very Positive,261
1961600,6,Mostly Positive,281
2005160,5,Mixed,369
2061150,6,Mostly Positive,52
2075720,5,Mixed,1299
2121360,0,No user reviews,0
2178070,6,Mostly Positive,905
2257010,5,Mixed,656
2294450,7,Positive,20
2315430,8,Very Positive,511
2346630,0,No user reviews,0
2348120,0,No user reviews,0
2360210,8,Very Positive,110
2455140,8,Very Positive,168
2674810,0,No user reviews,0
2701510,0,No user reviews,0
2963880,8,Very Positive,2109
3010460,6,Mostly Positive,66
3101720,0,No user reviews,0
3102400,0,No user reviews,0
3218600,8,Very Positive,53
3315330,7,Positive,21
3384440,0,No user reviews,0
3515380,8,Very Positive,484
3720,8,Very Positive,2312
15700,8,Very Positive,1289
42890,8,Very Positive,509
388410,6,Mostly Positive,4655
383180,6,Mostly Positive,2338
245470,6,Mostly Positive,4693
301910,6,Mostly Positive,3333
324310,5,Mixed,722
355180,8,Very Positive,140
360170,5,Mixed,1930
386620,8,Very Positive,1602
860230,0,No user reviews,0
392470,8,Very Positive,441
400630,8,Very Positive,1091
2815310,5,Mixed,68
419480,6,Mostly Positive,1879
452230,0,2 user reviews,2
459160,0,4 user reviews,4
484900,6,Mostly Positive,1177
495560,5,Mixed,780
506610,8,Very Positive,7248
3432270,0,No user reviews,0
533780,7,Positive,23
566440,5,Mixed,2000
586350,8,Very Positive,288
603750,5,Mixed,284
720560,8,Very Positive,1286
765810,8,Very Positive,1437
879160,5,Mixed,1464
1194470,0,2 user reviews,2
3225060,0,8 user reviews,8
1040420,8,Very Positive,1311
1101450,8,Very Positive,756
2566340,8,Very Positive,266
1222370,5,Mixed,3738
1286350,8,Very Positive,5983
1373960,8,Very Positive,2080
2664810,0,No user reviews,0
1477020,6,Mostly Positive,111
1493760,6,Mostly Positive,843
1650980,0,No user reviews,0
1665190,9,Overwhelmingly Positive,2397
1979440,8,Very Positive,500
2228280,6,Mostly Positive,994
2272420,0,No user reviews,0
2294130,8,Very Positive,1521
2313250,8,Very Positive,186
2354000,8,Very Positive,1072
2400770,6,Mostly Positive,842
2499520,8,Very Positive,1001
2536840,8,Very Positive,95
2551500,0,No user reviews,0
2592220,5,Mixed,277
2687190,0,7 user reviews,7
2780710,8,Very Positive,245
3108510,9,Overwhelmingly Positive,7981
3218580,7,Positive,38
630,8,Very Positive,114
47810,8,Very Positive,19694
70000,8,Very Positive,4647
97000,8,Very Positive,1115
212630,5,Mixed,2385
214870,6,Mostly Positive,955
216890,6,Mostly Positive,1002
239840,6,Mostly Positive,1492
248820,8,Very Positive,14819
250400,6,Mostly Positive,4609
278970,5,Mixed,63
282100,8,Very Positive,68
282900,8,Very Positive,5667
310470,5,Mixed,794
314410,8,Very Positive,923
345180,8,Very Positive,1527
2065810,8,Very Positive,246
1486920,8,Very Positive,4249
